Date,IN3MT=RR,IN6MT=RR,IN1YT=RR,IN2YT=RR,IN3YT=RR,IN5YT=RR,IN7YT=RR,IN10YT=RR,IN30YT=RR
8/17/07,6.5,7.15,7.317,7.837,7.852,7.886,7.999629,7.999,8.426
8/24/07,6.95,7.4,7.194,7.824,7.833,7.836,7.93712,7.937,8.314
8/31/07,6.9,7.3,7.183,7.694,7.763,7.792,7.936347,7.93,8.326
9/7/07,7,7.25,7.178,7.575,7.69,7.721,7.813952,7.896,8.365
9/14/07,7,7.3,7.232,7.608,7.691,7.709,7.813307,7.886,8.363
9/21/07,7.05,7.25,7.092,7.522,7.629,7.684,7.774703,7.859,8.365
9/28/07,7.1,7.3,7.096,7.728,7.78,7.805,7.904731,7.925,8.421
10/5/07,7,7.25,7.189,7.759,7.782,7.82,7.890267,7.908,8.417
10/12/07,6.95,7.15,7.161,7.678,7.749,7.795,7.865677,7.904,8.412
10/19/07,7,7.3,7.094,7.677,7.786,7.824,7.864891,7.898,8.421
10/26/07,6.95,7.2,6.885,7.594,7.745,7.746,7.798615,7.822,8.315
11/2/07,7.311,7.5,7.436,7.725,7.736,7.774,7.829519,7.859,8.317
11/9/07,7.471,7.6,7.378,7.846,7.839,7.816,7.874915,7.914,8.384
11/16/07,7.512,7.58,7.522,7.759,7.78,7.817,7.859464,7.881,8.349
11/23/07,7.47,7.58,7.616,7.717,7.754,7.831,7.850034,7.89,8.348
11/30/07,7.48,7.58,7.564,7.825,7.814,7.887,7.8673,7.905,8.344
12/7/07,7.48,7.58,7.497,7.775,7.773,7.82,7.827088,7.874,8.259
12/14/07,7.48,7.58,7.584,7.826,7.801,7.835,7.840326,7.9,8.245
12/21/07,7.4,7.55,7.528,7.746,7.74,7.822,7.779312,7.871,8.218
12/28/07,7.4,7.55,7.563,7.729,7.678,7.804,7.755694,7.811,8.169
1/4/08,7,7.15,7.478,7.462,7.581,7.576,7.64,7.706,8.067
1/11/08,7,7.2,7.488,7.453,7.507,7.488,7.526,7.563,7.86
1/18/08,7.1,7.25,7.507,7.501,7.449,7.527,7.544,7.551,7.847
1/25/08,7.1,7.25,7.319,7.308,7.341,7.367,7.413,7.431,7.715
2/1/08,7.2,7.35,7.437,7.436,7.479,7.468,7.492,7.487,7.814
2/8/08,7.2,7.3,7.399,7.398,7.436,7.442,7.466,7.47,7.765
2/15/08,7.2,7.3,7.5,7.465,7.491,7.493,7.476,7.503,7.794
2/22/08,7.4,7.5,7.562,7.57,7.598,7.596,7.583,7.679,7.978
2/29/08,7.38,7.48,7.504,7.498,7.454,7.554,7.566,7.568,7.991
3/7/08,7.33,7.4,7.517,7.545,7.561,7.564,7.584,7.59,8.053
3/14/08,7.33,7.38,7.521,7.544,7.551,7.564,7.602,7.63,8.124
3/21/08,7.33,7.38,7.464,7.483,7.48,7.541,7.602,7.621,8.128
3/28/08,7.13,7.23,7.469,7.509,7.559,7.698,7.779,7.874,8.373
4/4/08,6.75,7,7.643,7.677,7.696,7.856,7.94,7.985,8.555
4/11/08,7.2,7.3,7.787,7.894,7.965,7.987,8.08,8.034,8.613
4/18/08,7.2,7.35,7.803,7.956,8.014,8.047,8.118,8.118,8.623
4/25/08,7.35,7.45,7.841,7.949,8.04,8.097,8.156,8.175,8.598
5/2/08,7.28,7.43,7.726,7.746,7.82,7.861,7.906,7.903,8.357
5/9/08,7.2,7.3,7.667,7.748,7.794,7.863,7.944,7.917,8.362
5/16/08,7.38,7.58,7.768,7.838,7.876,7.936,8.03,8.011,8.413
5/23/08,7.45,7.55,7.822,7.897,7.886,8.059,8.093,8.088,8.447
5/30/08,7.42,7.5,7.892,7.995,7.989,8.049,8.149,8.101,8.461
6/6/08,7.52,7.6,7.972,8.106,8.203,8.234,8.272,8.238,8.654
6/13/08,7.85,7.95,8.161,8.307,8.42,8.373,8.438,8.393,8.773
6/20/08,8.2,8.25,8.603,8.836,8.832,8.664,8.666,8.627,8.967
6/27/08,8.85,9,9.203,9.286,9.253,8.935,9.041,8.615,9.178
7/4/08,8.7,8.85,9.16,9.306,9.251,9.252,9.26,9.154,9.454
7/11/08,9,9.15,9.415,9.448,9.431,9.443,9.474,9.469,9.743
7/18/08,8.85,9,9.253,9.321,9.336,9.344,9.331,9.096,9.743
7/25/08,9,9.15,9.271,9.286,9.263,9.219,9.273,9.157,9.684
8/1/08,9.25,9.3,9.419,9.42,9.35,9.33,9.413,9.274,9.767
8/8/08,9.15,9.25,9.209,9.2,9.193,9.139,9.136,9.029,9.72
8/15/08,9.1,9.2,9.296,9.269,9.227,9.212,9.232,9.161,9.632
8/22/08,9.1,9.2,9.291,9.282,9.247,9.206,9.165,9.085,9.827
8/29/08,9,9.1,9.149,9.106,9.167,8.855,8.859,8.7,9.615
9/5/08,8.9,8.95,9,8.873,8.85,8.573,8.75,8.484,9.189
9/12/08,8.55,8.65,8.7,8.643,8.555,8.37,8.489,8.348,8.808
9/19/08,8.7,8.8,8.89,8.683,8.569,8.386,8.531,8.415,8.864
9/26/08,8.5,8.65,8.755,8.699,8.559,8.493,8.706,8.58,9.211
10/3/08,8.8,8.9,8.769,8.68,8.501,8.353,8.515,8.291,9.083
10/10/08,7.85,7.95,7.665,8.006,8.151,7.995,7.991,7.814,8.45
10/17/08,7.45,7.55,7.895,7.724,7.726,7.857,7.914,7.705,8.37
10/24/08,7.1,7.15,7.381,7.571,7.469,7.846,7.973,7.683,8.361
10/31/08,7.15,7.25,7.52,7.411,7.353,7.53,7.644,7.478,8.074
11/7/08,7.1,7.2,7.019,7.156,7.286,7.467,7.731,7.711,8.385
11/14/08,7.2,7.15,6.963,6.989,7.121,7.366,7.472,7.468,8.151
11/21/08,7,6.9,6.639,6.529,6.904,7.116,7.301,7.223,7.857
11/28/08,7.05,7.1,7.195,6.834,6.883,7.14,7.253,7.08,7.81
12/5/08,6.25,6.35,6.427,6.525,6.539,6.79,6.944,6.771,7.397
12/12/08,5.5,5.45,5.373,5.369,5.899,6.23,6.448,6.23,7.031
12/19/08,5.23,5.18,5.392,5.526,5.831,5.695,5.905,5.572,6.658
12/26/08,5.15,5.1,5.271,5.517,5.766,5.844,5.937,5.618,6.8
1/2/09,4.2,4.25,4.566,4.871,5.108,5.133,5.501,5.349,6.232
1/9/09,4.55,4.6,4.803,5.203,5.407,6.053,6.468,6.048,7.321
1/16/09,4.45,4.4,4.512,4.423,4.861,5.65,5.937,5.588,6.96
1/23/09,4.7,4.6,4.589,4.626,5.467,5.841,6.286,5.748,7.084
1/30/09,4.7,4.65,4.625,4.664,5.575,5.982,6.453,6.187,7.258
2/6/09,4.75,4.65,4.541,4.775,5.532,5.853,6.484,6.324,7.367
2/13/09,4.6,4.55,4.512,4.657,5.505,5.769,6.347,6.155,7.445
2/20/09,4.7,4.6,4.671,4.854,5.566,5.935,6.618,6.313,7.521
2/27/09,4.6,4.55,4.685,4.958,5.566,5.878,6.624,6.328,7.668
3/6/09,4.4,4.45,4.72,4.942,5.846,6.218,6.955,6.752,7.82
3/13/09,4.6,4.65,4.82,5.466,6.115,6.577,7.222,6.82,8.032
3/20/09,4.8,4.95,4.993,5.565,6.249,6.46,7.042,6.853,7.866
3/27/09,4.95,5,5.047,5.67,6.369,6.69,7.186,7.031,7.894
4/3/09,4.55,4.7,4.892,5.495,5.993,6.794,7.113,6.951,7.802
4/10/09,3.8,4,4.36,5.086,5.56,6.393,6.79,6.718,7.628
4/17/09,3.6,3.8,4.32,4.986,5.271,6.131,6.541,6.41,7.523
4/24/09,3.3,3.55,3.98,4.743,5.382,5.945,6.399,6.124,7.172
5/1/09,3.35,3.55,3.957,4.706,5.465,6.078,6.555,6.242,7.258
5/8/09,3.15,3.35,3.948,4.647,5.59,6.092,6.674,6.381,7.496
5/15/09,3.25,3.45,3.891,4.744,5.615,6.15,6.708,6.419,7.501
5/22/09,3.3,3.5,3.836,4.928,5.676,6.294,6.768,6.477,7.487
5/29/09,3.3,3.5,3.983,5.042,5.814,6.483,6.887,6.71,7.671
6/5/09,3.4,3.55,4.018,5.079,5.804,6.48,6.801,6.555,7.69
6/12/09,3.4,3.6,4.109,5.291,5.887,6.76,6.935,6.912,7.69
6/19/09,3.35,3.6,4.093,5.508,5.896,6.724,6.862,6.921,7.7
6/26/09,3.35,3.6,4.248,5.399,5.886,6.677,6.904,6.998,7.815
7/3/09,3.1,3.3,4.058,5.134,5.612,6.444,6.63,6.834,7.635
7/10/09,3.13,3.38,4.039,5.043,5.62,6.421,6.81,7.024,7.796
7/17/09,3.23,3.38,3.897,4.977,5.624,6.503,6.835,7.01,7.835
7/24/09,3.25,3.4,3.811,4.988,5.72,6.597,6.88,7.043,7.854
7/31/09,3.25,3.4,4.183,5.19,5.839,6.749,6.999,6.998,7.893
8/7/09,3.28,3.7,4.364,5.338,6.104,6.828,7.082,7.041,7.982
8/14/09,3.33,3.73,4.514,5.652,6.216,6.881,7.222,7.112,8.012
8/21/09,3.35,3.83,4.686,5.865,6.329,7.026,7.346,7.33,8.123
8/28/09,3.4,3.88,4.662,5.932,6.416,7.115,7.38,7.343,8.256
9/4/09,3.4,3.9,4.615,6.009,6.562,7.254,7.43,7.461,8.237
9/11/09,3.45,4,4.79,6.107,6.831,7.246,7.364,7.368,8.311
9/18/09,3.45,4,4.512,6.011,6.697,7.001,7.111,7.113,8.206
9/25/09,3.35,3.95,4.422,5.889,6.545,7.083,7.186,7.179,8.217
10/2/09,3.2,3.8,4.588,5.829,6.583,7.153,7.243,7.223,8.259
10/9/09,3.2,3.8,4.666,5.864,6.642,7.251,7.319,7.326,8.36
10/16/09,3.25,4,4.647,5.931,6.702,7.364,7.415,7.409,8.424
10/23/09,3.23,3.95,4.619,5.991,6.655,7.49,7.483,7.462,8.398
10/30/09,3.24,3.85,4.271,5.894,6.555,7.414,7.368,7.306,8.382
11/6/09,3.261,3.8,4.268,5.675,6.431,7.269,7.363,7.321,8.388
11/13/09,3.303,3.85,5.115,5.598,6.331,7.288,7.35,7.331,8.377
11/20/09,3.261,3.65,4.937,5.455,6.186,7.047,7.15,7.188,8.282
11/27/09,3.261,3.7,4.996,5.451,6.225,7.023,7.179,7.197,8.24
12/4/09,3.387,3.8,5.201,5.705,6.485,7.149,7.372,7.475,8.422
12/11/09,3.429,3.85,5.292,5.763,6.432,7.277,7.402,7.575,8.417
12/18/09,3.809,4.1,5.448,5.822,6.598,7.254,7.517,7.731,8.45
12/25/09,3.75,4.3,5.297,5.713,6.476,7.266,7.42,7.686,8.401
1/1/10,3.6,4.1,5.098,5.539,6.368,7.241,7.429,7.695,8.337
1/8/10,3.65,4.1,4.965,5.422,6.308,7.266,7.47,7.773,8.386
1/15/10,3.85,4.2,4.864,5.337,6.277,7.228,7.418,7.736,8.387
1/22/10,3.9,4.15,4.883,5.214,6.187,7.152,7.364,7.567,8.376
1/29/10,3.978,4.35,4.762,5.203,6.165,7.154,7.41,7.591,8.355
2/5/10,4.02,4.35,4.78,5.184,6.179,7.189,7.501,7.678,8.403
2/12/10,4,4.4,4.748,5.165,6.169,7.291,7.664,7.859,8.441
2/19/10,4.1,4.5,5.021,6.159,6.961,7.329,7.675,7.885,8.452
2/26/10,4.15,4.6,5.034,6.147,6.927,7.343,7.666,7.864,8.469
3/5/10,4.698,4.7,5.163,6.161,6.909,7.356,7.678,7.973,8.469
3/12/10,4.317,4.75,5.134,6.201,6.874,7.278,7.679,8.015,8.464
3/19/10,4.35,4.7,5.047,6.116,6.74,7.188,7.416,7.831,8.458
3/26/10,4.317,4.7,5.015,6.157,6.737,7.266,7.467,7.856,8.448
4/2/10,4.114,4.6,5.159,6.174,6.751,7.306,7.59,7.85,8.459
4/9/10,3.936,4.2,4.95,6.086,6.748,7.201,7.622,8.013,8.459
4/16/10,4.19,4.7,5.215,6.232,6.828,7.28,7.681,8.088,8.459
4/23/10,4.063,4.6,4.912,6.06,6.725,7.601,7.738,8.058,8.564
4/30/10,4.1,4.55,4.86,5.922,6.554,7.433,7.715,8.061,8.548
5/7/10,4.1,4.4,4.858,5.827,6.584,7.376,7.62,7.966,8.521
5/14/10,4.15,4.55,4.895,5.807,6.479,7.245,7.575,7.502,8.483
5/21/10,4.3,4.65,4.921,5.861,6.515,7.237,7.529,7.382,8.467
5/28/10,5.1,5.05,4.871,5.941,6.59,7.374,7.593,7.539,8.483
6/4/10,5.15,5.15,5.245,5.954,6.583,7.381,7.621,7.537,8.475
6/11/10,5.3,5.35,5.222,6.035,6.676,7.442,7.622,7.638,8.474
6/18/10,5.4,5.45,5.15,6.174,6.715,7.411,7.613,7.572,8.398
6/25/10,5.35,5.45,5.274,6.287,6.775,7.438,7.659,7.659,8.39
7/2/10,5.4,5.45,5.31,6.201,6.766,7.391,7.503,7.551,8.34
7/9/10,5.4,5.6,5.814,6.405,6.81,7.448,7.614,7.654,8.362
7/16/10,5.45,5.65,5.732,6.436,6.829,7.38,7.628,7.637,8.366
7/23/10,5.7,5.9,5.875,6.498,6.87,7.412,7.647,7.681,8.363
7/30/10,5.8,6,6.29,7.014,7.127,7.626,7.826,7.803,8.433
8/6/10,5.9,6.3,6.406,6.985,7.3,7.694,7.911,7.833,8.417
8/13/10,6.15,6.35,6.388,6.919,7.249,7.647,7.895,7.827,8.383
8/20/10,6.25,6.45,6.441,6.983,7.34,7.725,8.016,7.977,8.404
8/27/10,6.2,6.4,6.35,6.839,7.225,7.716,7.988,7.976,8.397
9/3/10,6.05,6.25,6.315,6.86,7.183,7.702,8.01,7.97,8.387
9/10/10,6.05,6.3,6.294,6.835,7.197,7.709,7.987,7.913,8.383
9/17/10,6.15,6.4,6.493,7.014,7.36,7.771,8.027,7.985,8.413
9/24/10,6.2,6.45,6.475,6.984,7.275,7.687,7.925,7.867,8.367
10/1/10,6.25,6.5,6.526,7.027,7.278,7.752,7.927,7.912,8.363
10/8/10,6.45,6.55,6.663,7.106,7.289,7.78,7.992,7.991,8.422
10/15/10,6.55,6.75,6.621,7.118,7.285,7.809,8.005,8.07,8.426
10/22/10,6.7,6.8,7.053,7.13,7.3,7.804,7.955,8.147,8.473
10/29/10,6.85,7.1,6.906,7.257,7.284,7.83,7.967,8.121,8.465
11/5/10,6.75,6.95,6.617,7.161,7.22,7.793,7.861,7.985,8.413
11/12/10,6.85,7.15,7.218,7.258,7.372,7.827,7.977,8.089,8.489
11/19/10,6.75,7.05,7.07,7.174,7.348,7.852,7.938,8.03,8.479
11/26/10,6.85,7.15,7.346,7.304,7.402,7.863,7.912,7.968,8.446
12/3/10,7,7.25,7.283,7.339,7.456,7.978,8.049,8.178,8.503
12/10/10,7.15,7.25,7.438,7.391,7.465,8.039,8.032,8.097,8.513
12/17/10,7.05,7.2,7.356,7.46,7.405,7.833,7.883,7.959,8.434
12/24/10,7.15,7.3,7.387,7.476,7.439,7.868,7.834,7.916,8.449
12/31/10,7.2,7.35,7.49,7.508,7.529,7.853,7.842,7.913,8.429
1/7/11,7.15,7.35,7.445,7.46,7.599,7.985,8.022,8.199,8.481
1/14/11,7.15,7.3,7.543,7.701,7.811,8.052,8.153,8.191,8.537
1/21/11,7.2,7.45,7.696,7.795,7.867,8.114,8.19,8.171,8.573
1/28/11,7.2,7.45,7.538,7.751,7.873,8.101,8.188,8.132,8.551
2/4/11,7.2,7.5,7.618,7.768,7.93,8.177,8.205,8.196,8.588
2/11/11,7.2,7.45,7.499,7.75,7.912,8.17,8.173,8.127,8.564
2/18/11,7.2,7.5,7.554,7.732,7.911,8.14,8.158,8.099,8.552
2/25/11,7.15,7.55,7.548,7.723,7.918,8.116,8.128,8.079,8.547
3/4/11,7.15,7.45,7.515,7.682,7.845,8.044,8.078,7.942,8.46
3/11/11,7.15,7.5,7.481,7.657,7.826,8.018,8.037,7.965,8.401
3/18/11,7.25,7.55,7.569,7.673,7.852,8.056,8.076,8.005,8.387
3/25/11,7.3,7.55,7.583,7.638,7.874,8.04,8.041,7.992,8.357
4/1/11,7.25,7.5,7.529,7.579,7.885,7.995,8.084,7.985,8.361
4/8/11,7.15,7.35,7.632,7.595,7.866,7.978,8.084,7.965,8.429
4/15/11,7.23,7.5,7.618,7.648,7.95,8.077,8.165,8.064,8.469
4/22/11,7.45,7.6,7.801,7.817,8.022,8.135,8.217,8.11,8.5
4/29/11,7.6,7.75,7.907,7.955,8.088,8.239,8.189,8.135,8.497
5/6/11,7.95,8.05,8.066,8.033,8.127,8.397,8.328,8.183,8.603
5/13/11,8.05,8.15,8.109,8.171,8.21,8.383,8.401,8.276,8.648
5/20/11,8.15,8.2,8.177,8.193,8.242,8.489,8.478,8.354,8.663
5/27/11,8.2,8.3,8.248,8.27,8.279,8.515,8.547,8.457,8.703
6/3/11,8.2,8.25,8.214,8.231,8.227,8.377,8.342,8.268,8.623
6/10/11,8.15,8.2,8.205,8.183,8.162,8.301,8.296,8.235,8.592
6/17/11,8.15,8.25,8.209,8.176,8.167,8.342,8.313,8.275,8.601
6/24/11,8.14,8.17,8.063,8.127,8.126,8.332,8.316,8.247,8.551
7/1/11,8.2,8.2,8.115,8.228,8.21,8.389,8.39,8.354,8.66
7/8/11,8.15,8.25,8.092,8.205,8.252,8.368,8.382,8.355,8.656
7/15/11,8.1,8.15,8.068,8.124,8.136,8.299,8.299,8.278,8.599
7/22/11,8.1,8.2,8.152,8.185,8.192,8.315,8.33,8.314,8.613
7/29/11,8.4,8.45,8.377,8.37,8.333,8.443,8.484,8.454,8.723
8/5/11,8.3,8.35,8.316,8.305,8.249,8.318,8.34,8.316,8.639
8/12/11,8.3,8.25,8.226,8.169,8.162,8.275,8.319,8.3,8.594
8/19/11,8.35,8.35,8.201,8.221,8.132,8.275,8.28,8.257,8.583
8/26/11,8.35,8.35,8.286,8.214,8.164,8.247,8.342,8.303,8.593
9/2/11,8.4,8.43,8.309,8.25,8.222,8.358,8.378,8.349,8.668
9/9/11,8.35,8.34,8.273,8.218,8.21,8.324,8.335,8.314,8.637
9/16/11,8.45,8.4,8.369,8.311,8.222,8.362,8.373,8.362,8.649
9/23/11,8.4,8.42,8.403,8.279,8.233,8.317,8.326,8.302,8.594
9/30/11,8.45,8.5,8.277,8.357,8.303,8.413,8.443,8.442,8.675
10/7/11,8.45,8.5,8.478,8.437,8.365,8.606,8.681,8.666,8.962
10/14/11,8.55,8.65,8.597,8.472,8.419,8.722,8.796,8.784,8.966
10/21/11,8.65,8.7,8.706,8.506,8.425,8.759,8.802,8.82,8.961
10/28/11,8.64,8.7,8.732,8.571,8.529,8.836,8.859,8.852,9.008
11/4/11,8.65,8.7,8.677,8.659,8.669,8.829,8.872,8.968,9.004
11/11/11,8.85,8.9,8.755,8.67,8.657,8.898,8.996,9.054,9.275
11/18/11,8.8,8.8,8.726,8.578,8.609,8.89,8.886,8.856,9.12
11/25/11,8.9,8.87,8.802,8.617,8.663,8.805,8.804,8.811,9.233
12/2/11,8.75,8.65,8.514,8.389,8.552,8.657,8.601,8.647,8.973
12/9/11,8.65,8.55,8.492,8.234,8.356,8.585,8.482,8.533,8.82
12/16/11,8.5,8.4,8.469,8.084,8.115,8.345,8.331,8.379,8.661
12/23/11,8.45,8.35,8.445,8.06,8.053,8.364,8.398,8.365,8.7
12/30/11,8.6,8.53,8.559,8.18,8.148,8.578,8.537,8.56,8.781
1/6/12,8.45,8.35,8.244,8.011,8.094,8.28,8.223,8.219,8.564
1/13/12,8.55,8.4,8.324,7.98,8.032,8.216,8.196,8.192,8.544
1/20/12,8.65,8.55,8.376,7.969,7.977,8.166,8.201,8.181,8.486
1/27/12,8.75,8.55,8.585,8.126,8.247,8.389,8.463,8.354,8.626
2/3/12,8.8,8.65,8.566,7.912,8.054,8.223,8.27,8.164,8.569
2/10/12,8.9,8.7,8.616,7.943,8.108,8.263,8.285,8.194,8.5
2/17/12,8.95,8.7,8.76,8.011,8.163,8.238,8.299,8.185,8.567
2/24/12,9,8.7,8.746,8.042,8.203,8.325,8.332,8.226,8.577
3/2/12,9.05,8.75,8.747,8.028,8.188,8.323,8.323,8.224,8.571
3/9/12,9.05,8.75,8.133,8.062,8.215,8.351,8.353,8.281,8.631
3/16/12,9,8.75,8.262,8.208,8.344,8.474,8.507,8.422,8.649
3/23/12,9,8.7,8.212,8.13,8.296,8.42,8.458,8.376,8.644
3/30/12,8.95,8.65,8.062,7.963,8.14,8.57,8.619,8.572,8.743
4/6/12,8.75,8.6,8.147,8.079,8.248,8.677,8.725,8.688,9.047
4/13/12,8.65,8.5,7.914,7.832,8.021,8.436,8.497,8.468,8.814
4/20/12,8.35,8.3,7.835,7.773,7.94,8.356,8.547,8.543,8.809
4/27/12,8.4,8.35,7.946,7.894,8.05,8.468,8.635,8.647,8.782
5/4/12,8.45,8.4,8.085,8.097,8.195,8.364,8.643,8.63,8.994
5/11/12,8.4,8.4,8.822,8.114,8.216,8.381,8.578,8.565,8.925
5/18/12,8.4,8.4,8.083,8.085,8.2,8.358,8.476,8.525,8.924
5/25/12,8.4,8.46,8.086,8.091,8.199,8.347,8.447,8.509,8.895
6/1/12,8.27,8.3,7.993,7.99,8.101,8.215,8.319,8.369,8.691
6/8/12,8.22,8.15,7.855,7.847,7.972,8.183,8.209,8.354,8.6
6/15/12,8.15,8.05,7.803,7.809,7.911,8.162,8.134,8.336,8.609
6/22/12,8.3,8.25,7.974,7.952,8.004,8.213,8.165,8.346,8.633
6/29/12,8.31,8.24,7.996,7.989,8.028,8.184,8.259,8.38,8.662
7/6/12,8.25,8.25,7.942,7.933,7.973,8.148,8.257,8.154,8.631
7/13/12,8.24,8.15,7.907,7.895,7.941,8.096,8.213,8.096,8.608
7/20/12,8.2,8.1,7.89,7.875,7.893,8.043,8.163,8.075,8.569
7/27/12,8.15,8.1,7.942,7.893,7.889,8.09,8.125,8.119,8.575
8/3/12,8.3,8.25,8.003,7.969,7.981,8.18,8.244,8.256,8.649
8/10/12,8.22,8.22,7.927,7.924,8.014,8.132,8.186,8.164,8.635
8/17/12,8.3,8.25,7.892,7.879,7.975,8.185,8.246,8.237,8.653
8/24/12,8.26,8.28,7.893,7.891,7.996,8.193,8.261,8.207,8.635
8/31/12,8.23,8.23,7.895,7.917,8.004,8.226,8.279,8.241,8.625
9/7/12,8.16,8.19,7.883,7.918,7.992,8.208,8.229,8.2,8.602
9/14/12,8.16,8.17,7.892,7.932,8.002,8.196,8.27,8.177,8.574
9/21/12,8.15,8.1,7.891,7.947,8.003,8.165,8.259,8.165,8.54
9/28/12,8.1,8.1,7.89,7.928,8,8.173,8.251,8.149,8.48
10/5/12,8.1,8.1,7.877,7.907,7.989,8.158,8.218,8.159,8.428
10/12/12,8.1,8.1,7.804,7.815,7.913,8.135,8.199,8.169,8.421
10/19/12,8.14,8.11,7.814,7.812,7.919,8.107,8.16,8.128,8.352
10/26/12,8.1,8.09,7.85,7.838,7.938,8.086,8.156,8.128,8.363
11/2/12,8.2,8.15,7.886,8.044,7.977,8.17,8.235,8.197,8.403
11/9/12,8.16,8.16,7.886,7.929,7.97,8.166,8.226,8.215,8.425
11/16/12,8.15,8.15,7.847,7.881,7.933,8.169,8.205,8.193,8.422
11/23/12,8.17,8.16,7.915,8.011,7.997,8.207,8.243,8.23,8.499
11/30/12,8.18,8.16,8.029,8.035,7.968,8.157,8.191,8.175,8.465
12/7/12,8.18,8.15,7.991,8.003,7.929,8.11,8.182,8.159,8.396
12/14/12,8.17,8.16,7.982,8.011,7.949,8.074,8.177,8.142,8.385
12/21/12,8.15,8.15,7.987,8.044,7.898,8.096,8.179,8.143,8.386
12/28/12,8.18,8.15,8.021,8.068,7.934,8.064,8.153,8.106,8.34
1/4/13,8.07,8.06,7.996,7.952,7.832,7.857,7.961,7.93,8.147
1/11/13,8.04,8.01,8.069,8.063,7.733,7.837,7.939,7.866,8.032
1/18/13,7.99,7.98,7.934,7.746,7.783,7.944,7.968,7.861,8.039
1/25/13,8,7.94,7.917,7.688,7.763,7.973,7.976,7.885,8.097
2/1/13,7.97,7.97,7.844,7.753,7.76,7.957,7.983,7.905,8.111
2/8/13,7.97,7.97,7.789,7.719,7.729,7.936,7.946,7.843,8.063
2/15/13,8,7.99,7.796,7.737,7.799,7.922,7.936,7.832,8.043
2/22/13,8.04,8,7.813,7.741,7.808,7.901,7.895,7.799,8.035
3/1/13,8.15,8.07,7.853,7.771,7.825,7.972,7.968,7.908,8.167
3/8/13,8.11,8.04,7.844,7.746,7.824,7.895,7.912,7.839,8.125
3/15/13,8.1,8.05,7.794,7.701,7.769,7.881,7.91,7.861,8.138
3/22/13,8,7.92,7.864,7.796,7.869,7.968,7.951,7.961,8.23
3/29/13,7.96,7.9,7.824,7.74,7.796,7.964,7.923,7.951,8.247
4/5/13,7.85,7.81,7.73,7.694,7.764,7.933,7.94,7.931,8.217
4/12/13,7.84,7.79,7.697,7.575,7.685,7.78,7.838,7.869,8.086
4/19/13,7.69,7.71,7.572,7.497,7.585,7.681,7.692,7.777,7.963
4/26/13,7.59,7.57,7.496,7.438,7.48,7.609,7.621,7.743,7.92
5/3/13,7.55,7.51,7.463,7.425,7.394,7.508,7.561,7.735,7.929
5/10/13,7.46,7.45,7.304,7.376,7.4,7.413,7.425,7.586,7.696
5/17/13,7.24,7.25,7.231,7.256,7.274,7.309,7.283,7.404,7.515
5/24/13,7.3,7.29,7.202,7.22,7.213,7.258,7.248,7.341,7.434
5/31/13,7.35,7.33,7.258,7.319,7.348,7.366,7.397,7.443,7.496
6/7/13,7.36,7.34,7.353,7.289,7.362,7.347,7.329,7.242,7.494
6/14/13,7.44,7.42,7.439,7.373,7.412,7.474,7.46,7.314,7.622
6/21/13,7.47,7.46,7.479,7.54,7.644,7.628,7.603,7.433,7.716
6/28/13,7.48,7.48,7.508,7.56,7.502,7.592,7.647,7.439,7.821
7/5/13,7.4,7.44,7.659,7.635,7.575,7.723,7.699,7.497,7.856
7/12/13,7.46,7.47,7.694,7.593,7.558,7.787,7.727,7.535,7.944
7/19/13,8.54,8.6,8.333,8.297,8.242,8.189,8.283,7.939,8.523
7/26/13,10.74,10.49,9.025,8.874,8.811,8.564,8.591,8.162,8.58
8/2/13,10.53,10.26,9.125,8.997,8.918,8.822,8.658,8.283,8.812
8/9/13,10.57,10.3,9.427,8.904,8.761,8.69,8.559,8.125,8.726
8/16/13,11.33,11.1,9.779,9.231,9.255,9.227,9.244,8.884,9.333
8/23/13,10.9,10.58,9.437,8.876,8.986,8.996,8.815,8.264,8.866
8/30/13,11.18,10.92,10.23,9.27,9.232,9.209,9.149,8.596,9.099
9/6/13,10.68,10.43,9.45,8.975,8.899,8.964,8.968,8.631,8.967
9/13/13,10.66,10.16,9.73,8.926,8.799,8.954,8.877,8.487,9.019
9/20/13,9.84,9.52,9.626,8.686,8.6,8.778,8.879,8.578,9.056
9/27/13,9.65,9.47,9.38,8.65,8.631,8.709,9.018,8.71,9.27
10/4/13,9.43,9.26,8.916,8.456,8.448,8.619,8.774,8.613,9.238
10/11/13,8.87,8.77,8.856,8.305,8.19,8.428,8.634,8.489,9.018
10/18/13,8.8,8.74,8.949,8.406,8.271,8.513,8.738,8.552,9.066
10/25/13,8.77,8.67,8.91,8.36,8.275,8.495,8.742,8.579,9.073
11/1/13,8.63,8.6,8.879,8.333,8.297,8.586,8.795,8.7,9.048
11/8/13,8.68,8.75,8.832,8.581,8.522,8.772,9.04,8.99,9.335
11/15/13,8.92,8.88,8.741,8.491,8.638,8.691,8.983,8.918,9.277
11/22/13,8.97,9.04,9.082,8.532,8.52,8.624,8.993,9.099,9.234
11/29/13,8.87,8.91,8.971,8.335,8.451,8.652,8.887,9.044,9.175
12/6/13,8.7,8.84,8.95,8.315,8.491,8.692,9,9.165,9.266
12/13/13,8.71,8.89,8.941,8.427,8.532,8.982,9.123,8.911,9.397
12/20/13,8.64,8.83,9.019,8.433,8.513,8.861,8.988,8.797,9.243
